seqnames,start,end,width,strand,readthrough,tss_anti.ind,tss_anti.gene_id,tss_anti.gene_name,gene_body_anti.ind,gene_body_anti.gene_id,gene_body_anti.gene_name,tss.ind,tss.gene_id,tss.gene_name,antisense.ind,antisense.gene_id,antisense.gene_name,anti_unique_id,nearest.tss.dist,antisense.type,noncode_id,lincpedia_id,Fantom_distance,Fantom_ID,Fantom_set,Fantom_biotype,Fantom_type,Fantom_trait,max.cor,cluster,Rutkowski_FoursU_mock_GSM1444171_GSM1444185 ,Rutkowski_FoursU_1hpi_GSM1444172_GSM1444186 ,Rutkowski_FoursU_2hpi_GSM1444173_GSM1444187 ,Rutkowski_FoursU_3hpi_GSM1444174_GSM1444188 ,Rutkowski_FoursU_4hpi_GSM1444175_GSM1444189 ,Rutkowski_FoursU_5hpi_GSM1444176_GSM1444190 ,Rutkowski_FoursU_6hpi_GSM1444177_GSM1444191 ,Rutkowski_FoursU_7hpi_GSM1444178_GSM1444192 ,Rutkowski_FoursU_8hpi_GSM1444179_GSM1444193 ,Rutkowski_RNAseq_mock_GSM1444166_GSM1444180 ,Rutkowski_RNAseq_2hpi_GSM1444167_GSM1444181 ,Rutkowski_RNAseq_4hpi_GSM1444168_GSM1444182 ,Rutkowski_RNAseq_6hpi_GSM1444169_GSM1444183 ,Rutkowski_RNAseq_8hpi_GSM1444170_GSM1444184 ,Breuer_VZV_mock_ERS317032_ERS317034,Breuer_VZV_120hpi_ERS317041_ERS317029,Tirosh_CMV_mock_GSM1712278,Tirosh_CMV_5hpi_GSM1712281,Tirosh_CMV_12hpi_GSM1712282,Tirosh_CMV_24hpi_GSM1712283,Tirosh_CMV_72hpi_GSM1712284,Schlackow_tss.Total.mNET_mock_GSM2357382,Schlackow_tss.TotalsiEX3.mNET_mock_GSM2241322_GSM2357383,Schlackow_tss.TotalsiLuc.mNET_mock_GSM2241321_GSM2357384,WI38-polyA-stranded_0h,WI38-polyA-stranded_4h,WI38-polyA-stranded_9h,WI38-polyA-stranded_15h,RZ-HeLa_EYFP,RZ-HeLa_EYFP-ICP4,polyA-HeLa_wtHeLa-0h,polyA-HeLa_wtHeLa-2h,polyA-HeLa_wtHeLa-4h,polyA-HeLa_wtHeLa-6h,polyA-HeLa_mut56D2-0h,polyA-HeLa_mut56D2-2h,polyA-HeLa_mut56D2-4h,polyA-HeLa_mut56D2-6h,polyA-HeLa_mut59F8-0h,polyA-HeLa_mut59F8-2h,polyA-HeLa_mut59F8-4h,polyA-HeLa_mut59F8-6h
chr11,842546,843996,1451,-,FALSE,TRUE,ENSG00000214063,TSPAN4,TRUE,ENSG00000214063,TSPAN4,FALSE,None,None,FALSE,None,None,Anti007481,-84,Divergent,None,None,1236,ENSG00000177700.5,lv4_stringent,nonCoding,coding_mRNA,__na,0.904761905,2,4.455,4.175,6.745,6.35,5.5,4.915,4.045,3.875,3.49,2.32,5.995,2.81,3.555,0,6.545,6.615,8.23,5.94,5.36,8.42,7.81,10.32,11.635,10.88,5.93,6.785,5.535,4.8,0,4.83,1.905,3.415,1.935,3.14,1.87,1.9,3.645,4.5,2.625,3.9,2.97,4.615
chr11,1522478,1558991,36514,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007484,83333,None,None,None,467,ENSG00000182208.8,lv2_permissive,coding,coding_mRNA,__na,NA,2,5.27,5.77,5.515,5.905,5.79,5.8,5.175,4.475,3.42,2.86,4.365,3.805,3.185,2.565,2.475,2.97,6.48,4.8,5.11,4.77,3.65,0,0,0,0.595,0.705,0.77,0.345,2.36,2,0.585,0.625,1.195,2.62,1.22,0.715,1.36,2.69,1.115,1.265,1.465,2.255
chr11,2014358,2018959,4602,-,FALSE,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000130600,H19,FALSE,None,None,Anti007485,6632,Convergent,NONHSAT160011.1,lnc-C11orf89-2,23,ENSG00000130600.11,lv4_stringent,coding,lncRNA_intergenic,GWAS_DOID_1612_breast_cancer[7.00E-06],NA,10,6.33,6.54,6.555,6.66,6.98,6.87,6.63,7.035,7.24,8.72,9.795,9.57,9.455,9.96,12.165,8.9,4.91,3.2,5.63,3.85,3.56,0,0,0,0,0.835,2.595,3.46,12.47,11.76,9.075,9.82,10.145,10.82,4.295,5.23,5.33,6.19,9.505,9.18,9.42,10.34
chr11,2357007,2398299,41293,-,FALSE,TRUE,ENSG00000110651,CD81,TRUE,ENSG00000110651,CD81,TRUE,ENSG00000238184,CD81-AS1,FALSE,None,None,Anti007487,-224,Divergent,NONHSAT017507.2,None,525,ENSG00000238184.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_1040_chronic_lymphocytic_leukemia[3.00E-06],0.880952381,4,4.915,4.935,4.85,4.625,3.625,3.585,3.075,3.18,3,3.185,4.375,2.675,2.84,2.395,1.19,1.35,5.04,3.11,1.84,2.89,1.27,0,0,0,1.3,1.295,1.445,0.35,0.98,1.14,0.27,0.765,1.05,1.74,0.51,1.085,1.025,0.85,1.255,0.675,1.21,1.26
chr11,2410332,2421418,11087,-,FALSE,TRUE,ENSG00000184281,TSSC4,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007488,-299,Divergent,NONHSAT017517.2,lnc-TRPM5-1,93,CATG00000004613.1,lv4_stringent,nonCoding,uncertain_coding,GWAS_DOID_11335_sarcoidosis[0.000006508],0.047619048,2,3.865,3.95,4.22,5.575,5.175,5.005,4.135,4.33,4.19,3.275,4.54,5.775,4.75,3.845,10.79,10.25,1.59,2.14,1.46,3.17,1.32,9.55,10.66,10.02,11.025,10.905,10.77,8.905,2.88,3.44,1.64,0.46,2.97,3.49,1.75,2.21,2.875,2.96,2.355,1.68,2.765,3.25
chr11,2444276,2451100,6825,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007489,-14813,None,None,None,2485,CATG00000004614.1,lv2_permissive,nonCoding,NA,NA,NA,9,0,0,0,1.58,2.46,3.025,3.03,5.07,5.575,0,0,0,3.26,3.635,0,0.615,0,0,1.28,0,0,0,2.79,6.29,0,0,1.045,0,0,1.3,0,0,0,0.705,0,0,0,0,0,0,0,0
chr11,2613846,2721386,107541,-,FALSE,FALSE,None,None,TRUE,ENSG00000053918,KCNQ1,FALSE,None,None,TRUE,ENSG00000269821,KCNQ1OT1,Anti007490,-71199,Internal,None,None,162,ENSG00000269821.1,lv4_stringent,nonCoding,lncRNA_antisense,GWAS_DOID_9352_type_2_diabetes_mellitus[3.00E-13],0.763762616,10,7.93,8.07,7.975,8.49,8.73,9.055,8.735,9.095,9.195,6.56,8.09,8.88,9.19,8.73,6.36,6.345,8.43,6.86,6.74,6.01,5.06,5.27,0,5.31,1.6,2.595,5.595,4.855,0.13,0.35,1.8,2.46,1.94,2.15,2,2.175,1.82,1.97,1.16,2.325,2.08,1.995
chr11,3443727,3455752,12026,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007496,32762,None,None,None,28,CATG00000004636.1,lv3_robust,nonCoding,lncRNA_intergenic,__na,NA,5,0.43,0,0.425,0.415,0.845,1.91,1.675,3.355,4.865,0.485,0.5,1.465,1.705,2.84,1.2,0.67,1.51,0,1.39,0,0,0,0,0,0,0,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr11,4022655,4116858,94204,-,FALSE,TRUE,ENSG00000167325,RRM1,TRUE,ENSG00000167325,RRM1,FALSE,None,None,FALSE,None,None,Anti007501,775,Convergent,None,None,888,CATG00000004643.1,lv3_robust,nonCoding,lncRNA_divergent,GWAS_DOID_10923_sickle_cell_anemia[1.24E-08],-0.976190476,5,0.965,1.075,1.015,1.195,1.33,2.38,3.105,4.45,5.645,0.51,1.425,1.47,3.015,3.885,6.33,5.505,2.3,2.07,2,2.39,1.9,11.57,11.855,11.54,5.005,4.485,3.875,2.71,0.62,0.71,0.41,0.14,0.21,0.285,0.37,0,0,0.16,0.405,0.21,0,0.29
chr11,7904495,7927811,23317,-,FALSE,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000254951,RP11-494M8.4,FALSE,None,None,Anti007511,57212,None,NONHSAT017808.2,lnc-OR5P3-1,9,ENSG00000271758.1,lv4_stringent,coding,lncRNA_sense_intronic,GWAS_DOID_0050741_alcohol_dependence[2.28E-06],NA,7,5.71,5.775,4.87,4.395,3.995,3.515,1.75,2.165,2.795,5.285,5.46,4.81,3.705,2.74,4.14,2.87,5.61,3,2.11,2.47,1.05,5.27,5.43,5.31,0.835,0.45,0,0,0,1.83,0.25,0,0,0,0.24,0,0,0,0,0,0,0
chr11,8693414,8704205,10792,-,FALSE,TRUE,ENSG00000166441,RPL27A,TRUE,ENSG00000166441,RPL27A,FALSE,None,None,FALSE,None,None,Anti007514,-129,Divergent,None,None,6,ENSG00000166436.11,lv4_stringent,coding,coding_mRNA,GWAS_DOID_9970_obesity[1.00E-11],0.904761905,4,6.395,6.41,6.295,6.33,5.73,4.9,4.36,4.035,4.365,5.39,6.435,6.015,5.665,4.41,4.14,3.805,7.01,3.79,5.02,5.42,4.34,7.24,8.355,7.6,2.825,3.3,2.12,1.325,5.45,5.1,4.31,4.15,5.2,5.58,4.43,4.795,5.475,5.755,3.935,4.44,5.475,5.59
chr11,9482011,9482189,179,-,FALSE,TRUE,ENSG00000166478,ZNF143,TRUE,ENSG00000166478,ZNF143,TRUE,ENSG00000268403,AC132192.1,FALSE,None,None,Anti007522,119,Convergent,NONHSAT017922.2,lnc-TMEM41B-5,16,ENSG00000268403.1,lv4_stringent,nonCoding,coding_mRNA,GWAS_HP_0011117_Abnormality_of_interleukin_secretion[1.80E-08],-0.619047619,7,6.995,7.12,6.57,6.725,3.365,3.37,2.85,0,2.82,8.3,7.84,7.81,0,0,5.935,3.35,9.29,6.15,9.46,10.15,8.71,8.04,7.565,8.73,7.07,2.92,5.985,6,9.27,8.39,8.065,8.445,7.375,3.5,8.12,8.885,7.9,7.88,9.19,9.115,8.38,7.21
chr11,9560104,9566118,6015,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007523,19349,None,None,None,14092,CATG00000004755.1,lv2_permissive,nonCoding,NA,NA,NA,5,0.725,1.045,0,1.36,1.715,2.25,2.655,2.72,3.435,0.765,0.79,0,0.745,2.98,0,2.975,3.81,3.52,3.42,1.98,1.25,0,0,0,1.735,2.53,2.795,2.445,0,0,1.715,2.42,1.4,0.765,1.24,1.695,1.03,1.67,0.695,0.705,1.755,0
chr11,9590957,9595218,4262,-,FALSE,TRUE,ENSG00000166483,WEE1,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007524,-9,Divergent,None,None,300,CATG00000004757.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.666666667,1,4.57,4.88,4.805,4.5,3.585,3.955,3.455,3.705,4.04,4.06,4.695,5.045,3.315,3.025,0,3.235,5.87,3.3,3.34,2.85,3.14,11.87,13.145,12.59,1.715,1.26,2.5,1.325,1.75,2.5,1.22,1.25,0.86,3.17,2.265,2.055,2.695,2.465,2.965,1.685,2.935,2.455
chr11,10315755,10326410,10656,-,FALSE,TRUE,ENSG00000148926,ADM,TRUE,ENSG00000148926,ADM,FALSE,None,None,TRUE,ENSG00000254554,RP11-351I24.1,Anti007527,182,Convergent,None,None,21,ENSG00000133812.10,lv4_stringent,coding,coding_mRNA,GWAS_DOID_9970_obesity[9.70E-10],0.928571429,8,7.635,7.925,7.55,7.065,6.3,5.54,4.81,4.775,4.545,6.935,7.93,7.03,5.94,4.745,4.765,5.325,8.52,5.44,5.23,5.82,5.08,13.18,13.415,14.26,5.345,5.185,4.38,3.155,5.34,4.86,6.215,6.39,5.82,5.08,5.34,6.13,5.515,4.14,5.285,5.77,5.72,4.845
chr11,11780981,11848048,67068,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007535,-14921,None,NONHSAT160082.1,None,6554,CATG00000004808.1,lv1_raw,nonCoding,NA,NA,NA,9,1.19,1.28,1.05,0.99,2.195,3.72,3.985,4.925,5.58,0.425,1.095,2.025,3.525,3.9,0.35,0.175,2.22,0.46,0.52,0.73,0.32,0,0,0,0,0,0.22,0.21,0,0.2,0.095,0,0,0.115,0,0,0,0,0,0,0.185,0.4
chr11,12092489,12097777,5289,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007537,9300,Convergent,None,None,131,CATG00000004811.1,lv3_robust,nonCoding,lncRNA_intergenic,__na,NA,7,7.385,7.43,7.39,6.36,5.06,4.265,3.775,3.055,2.475,7.015,8.035,6.45,5.375,4.1,0,0,1.64,6.35,0,2.12,0,5.27,2.64,0,3.33,2.69,0.82,0.82,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
chr11,12105229,12109530,4302,-,FALSE,FALSE,None,None,TRUE,ENSG00000255400,RP13-631K18.5,FALSE,None,None,FALSE,None,None,Anti007538,1091,Convergent,NONHSAT018038.2,None,1586,CATG00000004814.1,lv2_permissive,nonCoding,NA,NA,1,7,5.47,6.055,5.655,4.875,4.03,3.985,1.625,1.395,0,4.445,6.17,5.09,3.32,0,2.455,1.655,1.85,0,2.96,3.95,1.55,6.25,0,0,0.855,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr11,12292384,12309423,17040,-,FALSE,TRUE,ENSG00000133808,MICALCL,TRUE,ENSG00000133808,MICALCL,FALSE,None,None,FALSE,None,None,Anti007539,975,Convergent,None,None,15,CATG00000004852.1,lv3_robust,nonCoding,lncRNA_divergent,__na,0.880952381,7,5.71,5.995,5.18,3.85,3.42,2.48,1.52,0.66,1.69,4.35,4.89,3.27,0.72,0,5.72,5.22,4.87,1.68,0.65,2.51,0.98,12.16,12.81,12.69,2.85,2.765,0.725,0,0,1.12,1.39,1.54,0.73,0,2.32,1.98,0.86,0.59,1.305,1.735,0.335,0.35
chr11,12685696,12698130,12435,-,FALSE,FALSE,None,None,TRUE,ENSG00000187079,TEAD1,FALSE,None,None,FALSE,None,None,Anti007540,1079,Convergent,None,None,1788,CATG00000004864.1,lv2_permissive,coding,NA,NA,0.970077272,8,6.265,6,5.7,5.11,4.685,3.545,2.755,3.22,3.69,5.91,6.175,5.29,4.105,2.895,4.645,3.685,5.31,3.92,3.26,5.58,2.32,12.19,12.515,12.52,4.055,4.1,2.515,1.105,2.9,2.54,1.535,1.105,0,0.47,1.23,1.325,0.41,0.725,0.415,1.85,1.11,0.895
chr11,19734166,19736081,1916,-,FALSE,TRUE,ENSG00000166833,NAV2,TRUE,ENSG00000166833,NAV2,FALSE,None,None,FALSE,None,None,Anti007555,937,Convergent,NONHSAT018347.2,lnc-DBX1-6,1015,ENSG00000270607.1,lv3_robust,coding,lncRNA_divergent,__na,0.833333333,7,6.3,6.19,4.65,3.7,4.54,4.49,2.535,2.895,3.485,4.45,5.78,4.125,4.5,2.72,0,4.43,8.72,9.22,8.43,9.9,4.97,8.69,7.965,8.59,4.37,5.825,6.2,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr11,28351062,28353840,2779,-,FALSE,FALSE,None,None,TRUE,ENSG00000169519,METTL15,FALSE,None,None,FALSE,None,None,Anti007562,4711,Convergent,None,None,224136,ENSG00000121621.6,lv4_stringent,coding,coding_mRNA,GWAS_DOID_3312_bipolar_disorder[2.00E-06],-0.826362121,10,6.425,6.6,6.64,7.15,7.785,8.13,7.9,7.9,7.85,6.385,8.37,8.635,8.955,8.745,7.465,6.145,6.03,6.51,3.9,5.29,4.45,6.25,6.41,0,8.09,7.85,5.725,4.765,3.57,4.49,0,1.095,1.095,4.955,1.04,0,1.485,5.845,0,1.515,3.29,3.44
chr11,33273500,33279939,6440,-,FALSE,TRUE,ENSG00000110422,HIPK3,TRUE,ENSG00000110422,HIPK3,FALSE,None,None,FALSE,None,None,Anti007566,61,Convergent,None,None,1236,CATG00000005204.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.785714286,2,4.435,4.14,5.52,6.135,5.19,4.61,3.71,3.4,3.495,3.82,5.365,6.37,4.47,3.455,4.4,5.085,3.51,3.14,2.01,2.36,2.28,10.23,11.24,10.4,4.605,5.095,4.045,1.815,1.36,2.5,0.66,1.915,0.67,1.09,0.64,0.985,0,0.705,1.005,1.345,0.675,1.295
chr11,33924354,34077426,153073,-,FALSE,TRUE,ENSG00000135387,CAPRIN1,TRUE,ENSG00000135387,CAPRIN1,FALSE,None,None,FALSE,None,None,Anti007569,140,Convergent,None,None,2382,CATG00000005215.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,-1,5,0.48,0.915,0.81,1.005,1.275,2.315,2.58,3.725,4.79,0.53,1.105,1.915,2.315,3.13,2.835,2.99,2,1.26,1.41,1.94,1.2,11.94,11.57,11.88,1.815,2.21,1.51,0.65,0.94,0.98,0.36,0.285,0.485,0.33,0.37,0.29,0.275,0.32,0.82,0.39,0.49,0.49
chr11,34081025,34127024,46000,-,FALSE,TRUE,ENSG00000135372,NAT10,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007570,-124,Divergent,None,None,5,CATG00000005216.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,-0.357142857,5,0.865,0.99,1.585,1.425,1.365,1.345,1.765,3.49,4.74,1.62,1.97,1.675,2.775,4.24,8.825,8.24,0.31,0.86,0.28,0.47,0.24,14.22,15.095,14.49,8.965,8.98,7.88,6.04,3.44,3.87,1.22,1.245,1.32,1.22,1.12,1.095,1.22,0.865,1.58,1.405,1.305,1.265
chr11,43367549,43371399,3851,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000254907,RP11-484D2.2,Anti007573,-9082,Divergent,NONHSAT160274.1,None,8964,ENSG00000254907.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,NA,10,0,0,2.205,0,2.19,1.535,0,2.33,3.56,0,0,0,0,0.955,0,0,3.65,3.43,3.1,2.98,0,0,0,5.31,0,2.64,2.62,0.985,1.85,1.84,2.19,2.615,3.305,1.98,2.13,3.24,2.185,2.33,1.3,3.205,3.585,1.61
chr11,45058685,45168216,109532,-,FALSE,TRUE,ENSG00000019485,PRDM11,TRUE,ENSG00000019485,PRDM11,FALSE,None,None,FALSE,None,None,Anti007574,-9,Divergent,NONHSAT160298.1,lnc-SYT13-2,57,CATG00000005468.1,lv3_robust,nonCoding,lncRNA_divergent,GWAS_DOID_2531_hematologic_cancer[8.00E-06],-0.874267171,5,0.7,1.06,0.945,1.785,1.785,2.725,3.13,4.06,5.035,0.39,0.685,1.75,2.155,2.545,0.195,0.455,1.87,1.62,1.16,0.98,0.38,9.4,10.27,10.02,0.23,0.57,0.14,0.14,1.25,0.71,0.275,0.625,0.18,0.7,0.675,0.55,0.43,0.195,0.44,0.54,0.395,0.71
chr11,46262172,46264934,2763,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007577,5000,Convergent,None,None,0,CATG00000005514.1,lv4_stringent,nonCoding,lncRNA_intergenic,GWAS_DOID_9255_frontotemporal_dementia[2.10E-18],NA,4,4.805,5,4.445,4.805,3.695,3.65,2.785,3.57,4.025,4.22,4.935,3.965,4.385,1.145,0,0,2.33,0,2.17,0,2,13.26,14.26,13.8,1.09,1.11,0,0,2.21,3.04,0,1.1,0,0,0,0,0,0,0,0,1.095,0
chr11,46311781,46317494,5714,-,FALSE,TRUE,ENSG00000157613,CREB3L1,TRUE,ENSG00000157613,CREB3L1,FALSE,None,None,FALSE,None,None,Anti007578,816,Convergent,None,None,4101,CATG00000005516.1,lv3_robust,nonCoding,short_ncRNA,__na,0.523809524,2,3.095,3.375,3.275,5.145,1.84,3.515,2.54,1.895,1.87,3.06,4.13,4.47,2.94,1.88,0,0.695,0,0,0,2.04,0,8.93,9.42,8.27,3.37,4.075,1.385,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr11,51580732,51583009,2278,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007594,67726,None,NONHSAT021351.2,None,2036,CATG00000005587.1,lv2_permissive,nonCoding,NA,NA,NA,6,0,0,1.195,2.215,3.5,3.445,1.585,2.175,5.16,0,2.625,5.62,5.12,6.3,0,1.165,0,3.59,0,0,2.22,0,2.79,5.31,0,0,0,0,2.43,0,0,0,0,0,0,0,0,1.27,0,0,0,0
chr11,57399458,57405845,6388,-,FALSE,TRUE,ENSG00000254602,AP000662.4,TRUE,ENSG00000254602,AP000662.4,FALSE,None,None,FALSE,None,None,Anti007598,-2825,Divergent,None,None,144,ENSG00000166793.6,lv2_permissive,nonCoding,coding_mRNA,GWAS_DOID_8986_narcolepsy[2.93E-09],0.238095238,10,3.375,2.605,4.015,4.745,4.3,4.135,4.005,4.35,4.6,2.62,4.625,5.115,3.79,3.965,0.695,3.045,0,0,0,2.71,2.63,7.56,8.065,7.6,0,0,0.725,1.09,0,0,0,0,0,0.735,0,0,0,0,0,0,0,0
chr11,58345694,58346996,1303,-,FALSE,TRUE,ENSG00000186660:ENSG00000255073,ZFP91:ZFP91-CNTF,TRUE,ENSG00000186660:ENSG00000255073,ZFP91:ZFP91-CNTF,FALSE,None,None,FALSE,None,None,Anti007604,350,Convergent,None,None,631,ENSG00000110031.8,lv4_stringent,coding,coding_mRNA,GWAS_DOID_0050589_inflammatory_bowel_disease[7.00E-10],NA,2,5.49,5.55,5.39,6.03,6.57,5.655,5.305,5.745,5.745,4.775,6.68,5.675,5.67,5.81,6.655,7.63,6.12,7.45,5.92,6.24,3.78,12.85,14.395,13.64,6.95,6.595,4.655,3.27,5.56,4.98,1.525,2.005,2.005,0,1.505,3.49,0,0,3.57,0,1.56,1.6
chr11,58671689,58673187,1499,-,FALSE,TRUE,ENSG00000224130:ENSG00000166840,AP001652.1:GLYATL1,TRUE,ENSG00000166840:ENSG00000224130,GLYATL1:AP001652.1,FALSE,None,None,FALSE,None,None,Anti007607,289,Convergent,None,None,39,ENSG00000156689.2,lv4_stringent,coding,coding_mRNA,GWAS_DOID_11476_osteoporosis[2.00E-08],NA,4,6.34,6.405,6.01,6.41,5.365,5.785,4.275,3.205,5.335,5.96,7.16,6.945,5.965,5.175,0,0,8.96,7.77,8.34,9.51,7.06,0,3.13,5.31,3.985,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr11,62612053,62623352,11300,-,FALSE,TRUE,ENSG00000168003,SLC3A2,FALSE,None,None,TRUE,ENSG00000255717,SNHG1,FALSE,None,None,Anti007634,-165,Divergent,NONHSAT160388.1,lnc-WDR74-1,4,ENSG00000255717.2,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.833333333,4,10.695,10.625,10.77,10.595,9.825,9.41,8.74,8.99,9.05,10.86,11.415,11.31,10.84,11.215,10.91,9.15,13.05,13.01,12.42,13.7,13.43,5.27,2.64,0,8.39,8.725,7.53,7.35,12.7,12.52,11.84,12.005,12.01,12.1,11.735,12.355,11.85,12,11.1,12.315,12.105,11.855
chr11,63938751,63953149,14399,-,FALSE,TRUE,ENSG00000168439,STIP1,TRUE,ENSG00000168439,STIP1,FALSE,None,None,FALSE,None,None,Anti007635,404,Convergent,NONHSAT021947.2,lnc-MACROD1-2,0,CATG00000005769.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_1094_attention_deficit_hyperactivity_disorder[1.00E-06],-0.547619048,6,6.295,6.51,6.685,7.77,8.325,8.58,8.105,8.245,8.21,5.915,6.745,8.585,8.225,7.47,4.15,6.815,7.97,6.28,6.36,7.19,6.28,11.14,12.95,12.7,3.54,2.925,4.37,3.875,6.12,5.59,4.825,5.31,4.64,5.115,5.465,5.25,4.54,4.595,5.87,4.72,4.735,5.055
chr11,64104436,64109904,5469,-,FALSE,TRUE,ENSG00000168071,CCDC88B,TRUE,ENSG00000168071,CCDC88B,FALSE,None,None,FALSE,None,None,Anti007639,-298,Divergent,None,None,249,ENSG00000236935.1,lv3_robust,coding,lncRNA_divergent,PICS_PICS_0005_Alopecia_areata[0],-0.071428571,2,1.875,1.375,2.24,4.91,4.315,3.62,2.91,2.115,1.695,2.005,0,4.03,2.81,0,1.555,3.705,3.49,0,0,1.39,2.01,5.27,0,6.29,0,0,1.605,1.175,0,1.5,1.46,0,0.745,1.62,0,2.145,0.725,0,0,1.105,0,1.155
chr11,64229416,64320800,91385,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007640,-2297,Divergent,None,None,10280,CATG00000005815.1,lv2_permissive,nonCoding,coding_mRNA,PICS_PICS_0031_Urate_levels[0],NA,9,0,0.08,0.07,0.205,0.55,1.385,2.325,3.935,5.345,0.085,0.09,0.64,1.505,2.935,0.37,0.38,0.45,0,0.61,0.13,0.35,5.27,0,0,0,0,0.085,0.16,0.15,0.52,0,0,0,0,0,0.07,0,0.08,0,0,0,0
chr11,65816652,65819495,2844,-,FALSE,TRUE,ENSG00000087365,SF3B2,TRUE,ENSG00000087365,SF3B2,FALSE,None,None,FALSE,None,None,Anti007668,-306,Divergent,NONHSAT160439.1,lnc-GAL3ST3-1,1038,CATG00000005882.1,lv3_robust,coding,coding_mRNA,__na,0.452380952,2,3.89,4.23,4.635,5.705,5.21,5.31,4.65,3.68,3.96,2.21,3.525,5.02,4.065,4,1.155,2.085,2.3,0,2.97,4.3,3.29,8.4,8.28,9.52,1.07,1.09,1.835,1.845,2.18,2.17,1.47,1.495,2.155,3.01,2.735,1.46,3.26,5.06,3.075,1.5,1.505,3.55
chr11,66234258,66247667,13410,-,FALSE,TRUE,ENSG00000254986,DPP3,TRUE,ENSG00000254986,DPP3,FALSE,None,None,TRUE,ENSG00000255517,CTD-3074O7.5,Anti007674,182,Convergent,NONHSAT160444.1,lnc-MRPL11-1,44,ENSG00000255517.2,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_3602_toxic_encephalopathy[4.04E-07],0.826362121,4,6.36,6.265,5.92,5.435,4.865,4.935,4.535,4.74,4.74,5.705,6.21,5.105,4.745,4.27,5.095,5.225,7.52,6.38,6.18,6.73,6.79,12.98,13.97,13.38,5.405,5.03,4.03,2.58,4.6,4.12,3.355,2.925,2.68,2.39,3.49,3.605,3.3,2.735,3.96,3.27,3.31,2.55
chr11,66506142,66511985,5844,-,FALSE,TRUE,ENSG00000173715,C11orf80,TRUE,ENSG00000173715,C11orf80,FALSE,None,None,FALSE,None,None,Anti007675,62,Convergent,NONHSAT022350.2,lnc-SPTBN2-2,165,ENSG00000173898.7,lv4_stringent,coding,coding_mRNA,GWAS_DOID_3312_bipolar_disorder[2.00E-07],0.69047619,8,4.835,4.785,4.865,4.42,3.64,2.695,2.945,2.195,3.015,4.48,5.075,4.175,2.91,3.31,1.875,1.715,5.77,2.41,4.6,6.37,4.48,8.23,8.985,8.27,2.115,1.075,0.77,0,3.26,2.61,2.915,3.545,2.92,2.77,2.985,2.74,3.31,2.715,4.07,2.785,0.715,2.88
chr11,67151596,67159186,7591,-,FALSE,TRUE,ENSG00000172613,RAD9A,TRUE,ENSG00000172613,RAD9A,FALSE,None,None,FALSE,None,None,Anti007679,9,Convergent,None,None,102,CATG00000005941.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.80952381,4,5.26,5.125,5.195,4.6,3.945,4,2.595,3.815,3.66,4.305,5.125,3.65,2.5,3.34,3.63,4.48,5.59,1.41,3.32,4.12,2.92,10.09,10.6,10.82,1.515,0.61,0.655,0.655,3.69,2.3,2.845,2.905,1.75,2.2,2.39,2.405,2.03,2.175,2.875,1.15,2.25,1.605
